Date,Main Pollutant,CO(ppm),SO2(ug/m3),NO2(ug/m3),Ozone(ug/m3),PM10(uq/m3),PM25(ug/m3),Temperature,precipitation,Overall AQI Value
19-Jan-18,PM2.5,6,3,38,45,0,49,25.55,114.3,49
20-Jan-18,Ozone,5,1,42,49,17,32,25.55,114.3,87
21-Jan-18,Ozone,8,3,49,87,0,39,25.55,114.3,126
22-Jan-18,Ozone,9,3,34,126,0,52,25.55,114.3,77
23-Jan-18,Ozone,9,3,20,77,17,59,25.55,114.3,80
24-Jan-18,Ozone,10,3,42,80,0,48,25.55,114.3,133
25-Jan-18,Ozone,14,1,46,133,0,58,25.55,114.3,136
26-Jan-18,Ozone,14,3,46,136,27,69,25.55,114.3,64
27-Jan-18,PM2.5,11,1,35,43,0,64,25.55,114.3,74
28-Jan-18,Ozone,10,1,37,74,0,59,25.55,114.3,119
29-Jan-18,Ozone,8,3,27,119,15,54,24.44,104.92,74
30-Jan-18,Ozone,9,3,39,74,0,39,24.44,104.92,93
31-Jan-18,Ozone,9,3,35,93,0,53,24.44,104.92,108
1-Feb-18,Ozone,9,4,43,108,17,55,24.44,104.92,84
2-Feb-18,Ozone,7,1,42,84,0,42,24.44,104.92,49
3-Feb-18,Ozone,6,1,33,49,0,27,24.44,104.92,50
4-Feb-18,Ozone,9,1,31,50,13,36,24.44,104.92,51
5-Feb-18,Ozone,9,1,32,51,0,35,24.44,104.92,51
6-Feb-18,Ozone,9,1,22,51,0,30,24.44,104.92,39
7-Feb-18,Ozone,8,23,30,39,13,34,24.44,104.92,38
8-Feb-18,Ozone,10,14,38,38,0,37,24.44,104.92,48
9-Feb-18,PM2.5,8,1,31,47,0,48,24.44,104.92,50
10-Feb-18,Ozone,7,1,42,50,6,38,24.44,104.92,87
11-Feb-18,Ozone,10,4,49,87,0,44,24.44,104.92,129
12-Feb-18,Ozone,10,4,40,129,0,57,24.44,104.92,129
13-Feb-18,Ozone,11,4,55,129,23,65,24.44,104.92,122
14-Feb-18,Ozone,13,4,48,122,0,69,24.44,104.92,87
15-Feb-18,Ozone,10,3,48,87,0,55,24.44,104.92,47
16-Feb-18,Ozone,10,1,27,47,13,42,24.44,104.92,32
17-Feb-18,PM2.5,10,1,24,31,0,32,24.44,104.92,77
18-Feb-18,Ozone,9,1,70,77,0,45,24.44,104.92,87
19-Feb-18,Ozone,6,1,25,87,10,45,24.44,104.92,74
20-Feb-18,Ozone,9,1,21,74,0,48,24.44,104.92,112
21-Feb-18,Ozone,10,1,45,112,0,52,24.44,104.92,108
22-Feb-18,Ozone,10,1,34,108,18,64,24.44,104.92,61
23-Feb-18,Ozone,6,3,31,61,0,40,24.44,104.92,45
24-Feb-18,Ozone,6,1,26,45,0,39,24.44,104.92,46
25-Feb-18,Ozone,7,1,37,46,15,34,24.44,104.92,105
26-Feb-18,Ozone,10,3,33,105,0,52,24.44,104.92,108
27-Feb-18,Ozone,10,3,47,108,0,58,24.44,104.92,112
28-Feb-18,Ozone,10,4,34,112,24,72,24.44,104.92,136
1-Mar-18,Ozone,11,3,48,136,0,81,20.55,101.092,115
2-Mar-18,Ozone,11,3,52,115,0,83,20.55,101.092,161
3-Mar-18,Ozone,11,3,64,161,42,104,20.55,101.092,76
4-Mar-18,PM2.5,10,1,42,51,0,76,20.55,101.092,64
5-Mar-18,PM2.5,9,1,25,49,0,64,20.55,101.092,90
6-Mar-18,Ozone,8,3,24,90,11,39,20.55,101.092,101
7-Mar-18,Ozone,9,4,32,101,0,58,20.55,101.092,119
8-Mar-18,Ozone,11,4,40,119,0,105,20.55,101.092,50
9-Mar-18,Ozone,11,3,36,50,16,46,20.55,101.092,58
10-Mar-18,PM2.5,9,1,43,31,0,58,20.55,101.092,47
11-Mar-18,NO2,9,3,47,39,0,43,20.55,101.092,42
12-Mar-18,NO2,10,1,42,41,12,38,20.55,101.092,48
13-Mar-18,PM2.5,7,1,14,39,0,48,20.55,101.092,37
14-Mar-18,Ozone,6,3,26,37,0,30,20.55,101.092,74
15-Mar-18,Ozone,9,3,51,74,19,45,20.55,101.092,112
16-Mar-18,Ozone,11,6,60,112,0,55,20.55,101.092,166
17-Mar-18,Ozone,11,6,86,166,0,63,20.55,101.092,147
18-Mar-18,Ozone,11,4,90,147,26,64,20.55,101.092,58
19-Mar-18,Ozone,10,3,29,58,0,48,20.55,101.092,39
20-Mar-18,PM2.5,9,1,22,38,0,39,20.55,101.092,36
21-Mar-18,Ozone,9,3,29,36,14,28,20.55,101.092,34
22-Mar-18,PM2.5,8,3,31,32,0,34,20.55,101.092,47
23-Mar-18,NO2,9,3,47,45,0,36,20.55,101.092,50
24-Mar-18,Ozone,9,4,40,50,16,41,20.55,101.092,47
25-Mar-18,PM2.5,8,3,35,31,0,47,20.55,101.092,36
26-Mar-18,Ozone,8,3,27,36,0,32,20.55,101.092,37
27-Mar-18,PM2.5,7,3,31,34,19,37,20.55,101.092,39
28-Mar-18,PM2.5,10,3,33,34,0,39,20.55,101.092,52
29-Mar-18,PM2.5,11,1,36,30,0,52,20.55,101.092,38
30-Mar-18,PM2.5,9,1,19,26,6,38,20.55,101.092,26
31-Mar-18,PM2.5,6,3,24,23,0,26,20.55,101.092,25
1-Apr-18,NO2,6,3,25,22,0,19,14.44,86.106,24
2-Apr-18,PM2.5,6,3,13,24,6,24,14.44,86.106,31
3-Apr-18,Ozone,6,3,16,31,0,27,14.44,86.106,38
4-Apr-18,NO2,8,3,38,31,0,33,14.44,86.106,37
5-Apr-18,NO2,8,7,37,34,9,35,14.44,86.106,33
6-Apr-18,PM2.5,7,3,32,32,0,33,14.44,86.106,56
7-Apr-18,NO2,9,3,56,32,0,43,14.44,86.106,43
8-Apr-18,PM2.5,10,3,34,43,17,43,14.44,86.106,42
9-Apr-18,PM2.5,8,4,40,31,0,42,14.44,86.106,43
10-Apr-18,PM2.5,9,6,34,39,0,43,14.44,86.106,54
11-Apr-18,PM2.5,10,4,50,45,14,54,14.44,86.106,46
12-Apr-18,PM2.5,10,3,43,38,0,46,14.44,86.106,32
13-Apr-18,PM2.5,8,1,25,26,0,32,14.44,86.106,41
14-Apr-18,NO2,7,3,41,29,12,29,14.44,86.106,43
15-Apr-18,NO2,7,3,43,39,0,32,14.44,86.106,28
16-Apr-18,Ozone,7,1,23,28,0,25,14.44,86.106,30
17-Apr-18,Ozone,5,3,21,30,3,23,14.44,86.106,63
18-Apr-18,NO2,7,59,63,32,0,30,14.44,86.106,44
19-Apr-18,PM2.5,8,41,43,42,0,44,14.44,86.106,62
20-Apr-18,PM2.5,11,6,55,51,34,62,14.44,86.106,66
21-Apr-18,PM2.5,13,4,52,54,0,66,14.44,86.106,38
22-Apr-18,Ozone,9,3,32,38,0,32,14.44,86.106,29
23-Apr-18,Ozone,10,3,24,29,9,28,14.44,86.106,28
24-Apr-18,Ozone,8,1,17,28,0,26,14.44,86.106,51
25-Apr-18,PM2.5,11,6,37,26,0,51,14.44,86.106,40
26-Apr-18,PM2.5,11,6,33,31,15,40,14.44,86.106,33
27-Apr-18,NO2,7,3,33,32,0,25,14.44,86.106,35
28-Apr-18,PM2.5,8,1,31,35,0,35,14.44,86.106,63
29-Apr-18,NO2,5,3,63,29,5,42,14.44,86.106,39
30-Apr-18,PM2.5,10,4,29,29,0,39,14.44,86.106,51
1-May-18,PM2.5,9,3,28,31,0,51,14.44,86.106,62
2-May-18,NO2,14,4,62,31,23,53,8.88,97.028,67
3-May-18,NO2,20,10,67,39,0,62,8.88,97.028,65
4-May-18,PM2.5,17,9,65,42,0,65,8.88,97.028,95
5-May-18,PM2.5,17,4,60,35,23,95,8.88,97.028,55
6-May-18,PM2.5,15,3,27,29,0,55,8.88,97.028,44
7-May-18,PM2.5,10,3,32,30,0,44,8.88,97.028,40
8-May-18,PM2.5,13,3,34,31,7,40,8.88,97.028,74
9-May-18,NO2,20,10,74,30,0,54,8.88,97.028,52
10-May-18,PM2.5,14,11,50,29,0,52,8.88,97.028,41
11-May-18,NO2,8,3,41,31,5,33,8.88,97.028,33
12-May-18,NO2,10,6,33,27,0,30,8.88,97.028,31
13-May-18,Ozone,8,1,26,31,0,24,8.88,97.028,31
14-May-18,Ozone,6,3,22,31,6,28,8.88,97.028,37
15-May-18,NO2,8,6,37,32,0,36,8.88,97.028,53
16-May-18,PM2.5,11,10,52,41,0,53,8.88,97.028,51
17-May-18,PM2.5,10,4,35,26,13,51,8.88,97.028,42
18-May-18,NO2,10,3,42,31,0,30,8.88,97.028,31
19-May-18,Ozone,9,3,27,31,0,28,8.88,97.028,34
20-May-18,Ozone,8,3,33,34,9,31,8.88,97.028,38
21-May-18,PM2.5,13,6,37,31,0,38,8.88,97.028,33
22-May-18,PM2.5,11,13,30,32,0,33,8.88,97.028,37
23-May-18,PM2.5,6,3,36,32,3,37,8.88,97.028,52
24-May-18,PM2.5,11,9,44,27,0,52,8.88,97.028,67
25-May-18,PM2.5,14,10,62,28,0,67,8.88,97.028,65
26-May-18,PM2.5,19,7,48,31,22,65,8.88,97.028,61
27-May-18,NO2,18,3,61,35,0,52,8.88,97.028,40
28-May-18,PM2.5,10,3,31,25,0,40,8.88,97.028,41
29-May-18,PM2.5,8,3,30,30,4,41,8.88,97.028,62
30-May-18,PM2.5,8,3,39,25,0,62,8.88,97.028,41
31-May-18,NO2,10,1,41,30,0,39,8.88,97.028,62
1-Jun-18,PM2.5,18,6,46,14,18,62,8.88,97.028,39
2-Jun-18,PM2.5,13,3,25,28,0,39,3.33,90.93,44
3-Jun-18,PM2.5,8,3,36,28,0,44,3.33,90.93,59
4-Jun-18,PM2.5,14,6,38,25,13,59,3.33,90.93,79
5-Jun-18,PM2.5,23,16,40,20,0,79,3.33,90.93,89
6-Jun-18,PM2.5,14,9,49,26,0,89,3.33,90.93,60
7-Jun-18,PM2.5,13,6,51,23,22,60,3.33,90.93,87
8-Jun-18,PM2.5,22,9,51,33,0,87,3.33,90.93,68
9-Jun-18,PM2.5,13,3,46,32,0,68,3.33,90.93,85
10-Jun-18,PM2.5,14,4,46,30,31,85,3.33,90.93,96
11-Jun-18,PM2.5,17,21,49,29,0,96,3.33,90.93,91
12-Jun-18,PM2.5,18,6,52,21,0,91,3.33,90.93,61
13-Jun-18,PM2.5,14,7,34,31,30,61,3.33,90.93,34
14-Jun-18,Ozone,8,3,26,34,0,27,3.33,90.93,36
15-Jun-18,PM2.5,11,3,25,28,0,36,3.33,90.93,38
16-Jun-18,PM2.5,14,3,36,26,14,38,3.33,90.93,42
17-Jun-18,PM2.5,11,3,41,27,0,42,3.33,90.93,38
18-Jun-18,PM2.5,7,1,25,32,0,38,3.33,90.93,45
19-Jun-18,PM2.5,10,3,31,32,7,45,3.33,90.93,48
20-Jun-18,PM2.5,13,4,41,31,0,48,3.33,90.93,55
21-Jun-18,PM2.5,14,13,38,28,0,55,3.33,90.93,64
22-Jun-18,PM2.5,14,14,49,25,17,64,3.33,90.93,52
23-Jun-18,PM2.5,13,4,36,24,0,52,3.33,90.93,62
24-Jun-18,PM2.5,13,6,33,32,0,62,3.33,90.93,38
25-Jun-18,PM2.5,13,6,24,32,7,38,3.33,90.93,43
26-Jun-18,PM2.5,9,3,28,28,0,43,3.33,90.93,35
27-Jun-18,PM2.5,7,3,27,31,0,35,3.33,90.93,41
28-Jun-18,NO2,8,1,41,31,6,37,3.33,90.93,66
29-Jun-18,PM2.5,15,1,41,19,0,66,3.33,90.93,40
